gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ITGB1BP2,27.54851177,0.231438201,0.123432197,1.875022943,0.060789567,0.248666003
IL2RG,2027.073738,0.242546061,0.16314969,1.486647392,0.137107964,0.384809017
ACRC,61.64571436,-0.192822878,0.180104966,-1.070613892,0.284343075,0.564743151
ZNF711,332.6464432,0.317589689,0.21308163,1.490460201,0.136103274,0.383405774
CPXCR1,1.600571211,0.098804562,0.471548508,0.209532126,0.834032859,0.929591161
DIAPH2,1492.831822,-0.064427227,0.138946827,-0.463682612,0.642875157,0.830268999
NXF3,24.2080295,0.259127972,0.24727717,1.047925173,0.294673083,0.575602755
RIPPLY1,3.0579477,0.301049662,0.275390466,1.09317387,0.274317467,0.554532927
PRPS1,2376.125767,-0.041607866,0.07997956,-0.520231246,0.60290241,0.807311519
CXorf57,195.5436143,0.253069594,0.231724057,1.092116186,0.274782036,0.554938389
FRMPD3,156.3647391,0.177507616,0.236004778,0.752135685,0.451969466,0.708423396
HTR2C,61.81167917,0.167301479,0.549479615,0.304472585,0.760767876,0.892717837
DOCK11,1081.060061,-0.126705122,0.142866822,-0.886875768,0.375145789,0.647167938
IGSF1,105.6187112,-0.159468163,0.279719031,-0.570101226,0.568609044,0.786429251
ARHGAP36,3.110651171,0.141570381,0.534343005,0.264942893,0.791053455,0.909589596
GPC3,4682.982207,0.729586812,0.301197697,2.422285497,0.015423228,0.115453311
GPR119,0.309780865,0.628264228,0.875971908,0.717219608,0.473238602,0.726527406
RBMX,8781.857362,0.019088093,0.057355308,0.332804302,0.739282011,0.881398579
MCPH1,971.5006192,-0.006433828,0.067223952,-0.095707372,0.923752985,0.970493923
MFHAS1,3028.334798,0.069981988,0.113422432,0.617003066,0.537232703,0.767911588
FBXO25,1494.170984,-0.094560612,0.094350185,-1.002230271,0.316232391,0.595637111
FATE1,17.99811734,-0.143567764,0.203827357,-0.70435964,0.481208834,0.732278863
MAGEA4,1816.368394,0.937484502,0.794890166,1.179388729,0.238243421,0.51759922
NSDHL,1771.271797,-0.206537559,0.085892072,-2.404617271,0.016189411,0.118974559
ZNF185,3018.408105,-0.304643959,0.134481008,-2.265330722,0.023492392,0.146989116
CETN2,3676.288392,0.049563018,0.09698536,0.511036078,0.609325794,0.811309131
RPL10,80100.60623,-0.137446656,0.113148787,-1.214742639,0.224464264,0.501252226
CSGALNACT1,1142.041471,-0.426239334,0.165481944,-2.575745266,0.010002431,0.08865128
ATP6V1B2,5832.112234,0.100544251,0.074648625,1.34690024,0.178012364,0.444239366
CCDC25,1565.62444,-0.003680377,0.069522876,-0.052937635,0.957781598,0.984554573
HMBOX1,525.673265,0.133715861,0.092599064,1.444030366,0.148730434,0.401189458
CHRNB3,2.129212205,1.366195571,0.402523752,3.394074421,0.00068861,0.017088765
CHRNA6,13.43420155,0.257143769,0.221290859,1.16201713,0.245228507,0.525366216
GNRH1,35.96167313,0.062580095,0.159035835,0.39349682,0.693952573,0.858076919
BIN3,605.8850143,-0.093960135,0.076886853,-1.222057241,0.221685981,0.498130441
DOK2,698.8081359,0.194965817,0.149232055,1.306460714,0.191395931,0.462452448
SLC25A37,3163.581423,-0.245205697,0.15611897,-1.570633577,0.116267786,0.352314627
CHMP7,2468.098984,-0.106771382,0.081960149,-1.302723126,0.192669304,0.464206166
DOCK5,2182.393422,-0.311296421,0.162684554,-1.913497091,0.055684446,0.237492789
STAR,40.49381459,-0.633754997,0.311555607,-2.034163352,0.041935128,0.203429984
PROSC,2890.886811,-0.173102073,0.102440133,-1.689787674,0.091068583,0.310717165
ERLIN2,4282.630708,0.066329341,0.102790155,0.645288854,0.518740014,0.756824337
SNTG1,1.000823835,1.862676058,0.62458885,2.982243532,0.002861443,0.041989314
PXDNL,75.75075521,-0.123033495,0.202352528,-0.608015606,0.543177123,0.770895637
ST18,27.34936184,1.040865209,0.213680727,4.871123489,1.11E-06,0.000184001
RGS20,141.9953064,-0.650984517,0.263857571,-2.467181498,0.013618131,0.10767001
TACC1,4986.579111,0.116998773,0.132113039,0.885595959,0.37583529,0.647452313
GOLGA7,3410.315001,0.145776481,0.10186785,1.43103522,0.152420121,0.407227627
PPAPDC1B,2856.167047,0.146566067,0.129697941,1.130057007,0.258452204,0.539098961
GINS4,483.4938858,-0.056584799,0.161843373,-0.349626914,0.72661871,0.876489206
WHSC1L1,4973.785828,0.112383982,0.126673485,0.887194207,0.374974351,0.647009002
DNAJC5B,126.0132417,0.4344333,0.185694722,2.339502676,0.019309433,0.131911634
CRH,1.031349462,-0.307385246,0.479503464,-0.641049062,0.521490807,0.758471599
TRIM55,47.72767284,0.401631694,0.296941871,1.352559987,0.176196242,0.441730778
ADHFE1,173.9687707,0.185485432,0.184307139,1.006393093,0.314226515,0.594556641
MRPS28,865.6634454,-0.190171654,0.10855883,-1.7517843,0.079810905,0.289278868
PMP2,2.354473649,-0.031955876,0.389375515,-0.082069557,0.934591401,0.97500751
LACTB2,1737.555395,-0.147585917,0.123910881,-1.191065025,0.233628059,0.511938025
PRDM14,0.499478327,0.933729837,0.5181713,1.801971351,0.071549913,0.272400421
TERF1,1315.371308,-0.000287076,0.072589453,-0.003954786,0.996844546,0.998876489
RPL7,31106.03478,-0.202441477,0.099603735,-2.032468743,0.042106225,0.20388042
SLC26A7,22.09964102,0.51248296,0.203221457,2.521795524,0.011675756,0.097295447
PSKH2,0.117859981,-0.219675802,1.295605119,-0.169554596,0.865360433,NA
ATP6V0D2,171.3201251,0.435223677,0.206223092,2.110450737,0.03481955,0.182975683
SYBU,1086.497401,-0.536720405,0.22981277,-2.335468155,0.019518978,0.132871811
DPYS,16.43427039,1.268157876,0.227073406,5.584792593,2.34E-08,1.38E-05
MTDH,9060.314698,-0.117017837,0.075286804,-1.554294134,0.120114272,0.359397034
LRP12,1508.941655,0.009450083,0.16616055,0.056873202,0.954646201,0.983382092
EBAG9,1575.182547,-0.051735721,0.080900699,-0.639496591,0.52249993,0.759162968
RSPO2,61.11777867,0.392496415,0.286341345,1.370729102,0.170459419,0.433904627
POLR2K,2948.14013,-0.154435638,0.097850801,-1.578276685,0.11450206,0.34971828
MAL2,21796.0892,-0.076652855,0.142384145,-0.538352462,0.590333739,0.800705351
EIF3H,13108.24174,-0.22690274,0.076986581,-2.947302465,0.003205595,0.045255457
UTP23,1325.149134,-0.099465965,0.072750559,-1.367219266,0.171556588,0.434972501
NDUFB9,7964.455631,-0.139616741,0.11472014,-1.217020323,0.223596484,0.50035396
TATDN1,1009.603255,-0.122860012,0.095112348,-1.291735663,0.196448703,0.468885676
FAM83A,7728.156152,-1.145417723,0.270527793,-4.234011261,2.30E-05,0.001749448
GSDMC,507.360317,0.148643921,0.251233465,0.591656534,0.554080608,0.777792535
FAM135B,12.24013226,1.201164496,0.32339166,3.714271714,0.00020379,0.007750364
TTTY7,0.038651407,0.030410829,2.902577895,0.010477179,0.991640573,NA
TTTY7B,0.058331873,0.241073219,2.902577709,0.083054872,0.933807909,NA
ZNF7,1212.36452,-0.056338392,0.074167262,-0.759612663,0.447486147,0.705579817
ARHGAP39,777.6450291,0.034056482,0.125034882,0.272375845,0.785333044,0.90678315
SLC39A4,2410.534195,-0.400400487,0.141724681,-2.82519943,0.00472512,0.057257203
NAPRT,2762.332046,-0.181304244,0.144400802,-1.255562582,0.209274605,0.484815792
VLDLR,1248.863129,0.241376674,0.158952979,1.51854137,0.128877978,0.373558519
AK3,3432.097856,0.102221923,0.09059851,1.128295848,0.259194996,0.539935772
UHRF2,1649.543427,-0.067430043,0.094175219,-0.716006227,0.473987504,0.727074617
NFIB,3840.767896,0.069457909,0.12896633,0.538573978,0.590180847,0.800705351
CER1,0.945081835,1.063553526,0.554384585,1.918439932,0.055055252,0.235750801
PLIN2,4307.686074,-0.172983731,0.157093098,-1.101154244,0.270829532,0.551147012
IFNA5,0.414339792,0.843899297,0.570576857,1.479028261,0.139132762,0.387684323
HAUS6,1099.94331,-0.18601325,0.108517502,-1.714131335,0.086504608,0.301851413
CDKN2B,1371.085518,0.242384223,0.178739957,1.356071847,0.175076309,0.440182904
IFNA16,0.037288977,0.062118145,2.902577895,0.021401026,0.982925755,NA
CDKN2A,1841.882357,-0.063223787,0.289578537,-0.218330364,0.827171718,0.926985262
C9orf72,877.7795028,0.107531055,0.122410634,0.878445373,0.379702071,0.6501404
IFNK,0.373960222,-0.057542216,0.6318355,-0.091071515,0.927435766,0.97206776
ZCCHC7,1261.468413,-0.022041609,0.088763873,-0.248317339,0.803888885,0.915455488
FBXO10,232.6006317,0.011702463,0.109590999,0.106783064,0.914961083,0.96601587
SIGMAR1,3646.634603,-0.195910573,0.08847328,-2.214347353,0.026804894,0.156554998
CBWD5,188.8387525,-0.101574147,0.11368893,-0.893439203,0.371622016,0.644074209
CEP78,959.0633269,0.080881831,0.088826459,0.910560118,0.362527192,0.637323567
NTRK2,7590.842241,0.16224339,0.441730099,0.367290774,0.713402135,0.870049141
IDNK,235.2685458,0.08317314,0.120120094,0.692416535,0.488675785,0.736828748
SHC3,377.2368193,0.416189517,0.216475454,1.922571404,0.054533898,0.234653999
AUH,570.2586852,0.131986969,0.081960663,1.6103697,0.107317171,0.338955014
HIATL1,4194.296462,-0.021001705,0.065342357,-0.321410277,0.747899496,0.885825636
C9orf3,2707.256776,-0.143451705,0.125262836,-1.145205637,0.252123984,0.531867811
RP11.35N6.1,332.8966624,0.176922883,0.290655139,0.608703784,0.542720798,0.770733426
OR13C4,0.018155119,-0.057916337,2.902577895,-0.019953413,0.984080536,NA
ZNF462,1214.527949,0.089588902,0.156151069,0.57373224,0.566149008,0.784931431
INIP,1574.171883,0.071843629,0.062532807,1.148895011,0.250599275,0.530455005
UGCG,4586.350685,-0.031939912,0.099144368,-0.32215559,0.747334827,0.885730165
ACTL7B,0.579146385,0.932771874,0.420547234,2.217995504,0.026555139,0.155749248
SNX30,3009.699387,0.450990731,0.157582365,2.861936568,0.004210612,0.053482978
STOM,13961.48245,0.145495452,0.115927995,1.255050187,0.209460542,0.484935316
GSN,25041.6041,0.228819264,0.127344079,1.796858284,0.072358121,0.27443037
MRRF,1396.921239,-0.107516488,0.082093612,-1.30968153,0.190303594,0.460913233
NR6A1,260.6710808,0.227195042,0.13664748,1.662636163,0.096385288,0.31999928
CRB2,18.71666442,0.081445384,0.249723829,0.326141821,0.744317057,0.883876505
OR5C1,0.218126698,0.159016819,0.658128068,0.241619871,0.809074723,NA
ALAD,2529.737432,0.007591412,0.087271193,0.086986459,0.930682276,0.973492125
ASTN2,352.5110326,-0.11163884,0.188993974,-0.590700527,0.554721095,0.778040837
WDR31,312.561128,0.02499506,0.119624712,0.208945623,0.834490688,0.929760561
POLE3,4828.269815,-0.03537179,0.098811294,-0.35797315,0.720363407,0.873279296
SURF4,18662.30367,-0.147310712,0.068613393,-2.146967329,0.031795883,0.173541601
GBGT1,544.4556066,0.192636494,0.125057439,1.540384119,0.12346675,0.364760856
SURF1,2409.744171,0.007628501,0.093557151,0.081538402,0.935013786,0.975277619
SURF2,755.9004692,-0.146099177,0.094994148,-1.537980821,0.124053304,0.365518974
SURF6,1776.592975,-0.038914268,0.087733223,-0.443552241,0.657366341,0.839084221
MED22,1599.662437,-0.012107131,0.072599891,-0.166765138,0.86755485,0.944503171
REXO4,1450.507197,-0.158914448,0.065591879,-2.422776272,0.015402409,0.115423148
RPL7A,60780.07865,-0.115377178,0.114689647,-1.005994704,0.314418118,0.594730527
GTF3C5,3035.057932,0.212415992,0.100994517,2.103242815,0.035444549,0.184928084
ASB6,1398.417043,-0.103613647,0.064608949,-1.603704257,0.108779257,0.340857868
PTGES2,2331.632024,-0.183836169,0.079390553,-2.315592487,0.020580529,0.136505039
NTMT1,1091.353355,-0.24291126,0.091440677,-2.656490177,0.007895875,0.076852061
CIZ1,4433.458949,-0.124793936,0.071291297,-1.750479244,0.080035653,0.289604695
SLC25A25,1202.496561,0.020814792,0.105127989,0.197994767,0.843049158,0.933083534
SH3GLB2,3257.2828,0.038979217,0.095339985,0.408844385,0.682653865,0.853976744
FAM73B,918.0028421,0.017194919,0.085676989,0.200694717,0.840937291,0.932783762
PTGES,2489.02085,-0.614275453,0.217292982,-2.826945663,0.00469943,0.057074041
LCN2,8711.415668,-0.749510265,0.2876889,-2.605280439,0.009179909,0.084226125
LRSAM1,1062.066459,0.019438677,0.082000385,0.237055923,0.812613406,0.920575605
HMCN2,132.8583576,0.260834472,0.198311858,1.31527421,0.188417762,0.459395801
GPR107,6806.539338,-0.046779827,0.072949364,-0.641264357,0.521350943,0.758389121
C9orf142,1265.311936,-0.067229057,0.100476217,-0.669104183,0.503429022,0.746511287
IDI2,0.668267459,0.223991842,0.353837821,0.633035332,0.526710571,0.761690384
INPP5E,679.1326303,0.014366655,0.086084868,0.166889434,0.867457047,0.944503171
LCN9,0.433354012,2.011903649,1.352847239,1.487162476,0.136971904,0.384809017
SEC16A,7242.255001,-0.035969821,0.095654376,-0.376039472,0.706887552,0.865925382
DPH7,903.2920073,0.025258709,0.084088264,0.300383287,0.763884811,0.894533831
NOTCH1,3010.144771,0.159076959,0.141853456,1.121417576,0.262110158,0.543036039
CACNA1B,251.554843,0.468014358,0.453740479,1.031458244,0.30232598,0.583062753
NACC2,1487.689876,0.058878252,0.106061228,0.555134547,0.578802634,0.793328497
PROSER2,944.0647133,-0.069515822,0.130139054,-0.534165723,0.593226881,0.801807208
USP6NL,1810.951769,0.119976477,0.074096677,1.619188353,0.105406743,0.336298582
COMMD3,1115.413145,0.193624031,0.111312499,1.739463515,0.081953265,0.293518278
MSRB2,1207.800254,0.099086182,0.10374278,0.955114006,0.339520047,0.616962744
PDSS1,315.6135157,-0.161996573,0.101703988,-1.592824202,0.111199634,0.345239375
FAM171A1,979.7937016,0.199719143,0.165010821,1.210339671,0.226148581,0.503344426
FAM188A,969.6613831,0.1843922,0.088398447,2.085921262,0.036985756,0.189500053
SLC39A12,2.247536009,-0.431650488,0.275659674,-1.565881877,0.117376273,0.354284829
TMEM236,77.73094327,0.335257544,0.207705787,1.614098234,0.10650612,0.3377873
RSU1,3613.937374,0.080707879,0.072904355,1.107037832,0.268277572,0.548647036
ST8SIA6,48.62782892,0.210012309,0.23666974,0.887364428,0.374882729,0.646912107
PARD3,3971.564835,-0.020769063,0.105721664,-0.196450396,0.844257654,0.933657917
ANKRD30A,0.865585001,0.503687007,0.499796175,1.007784838,0.313557766,0.594030458
ZEB1,1030.148783,-0.091093732,0.116139824,-0.784345359,0.432837491,0.693026319
FAM13C,113.4970415,0.254127613,0.148903831,1.706655976,0.087886014,0.304116689
NRBF2,1308.655562,-0.152917991,0.067550252,-2.263766407,0.023588486,0.147196024
A1CF,3.872073988,0.170280926,0.35707383,0.476878763,0.633448455,0.824880404
CDHR1,259.98481,-0.777353293,0.365295182,-2.128014088,0.033335916,0.178784798
LRIT1,0.4422815,-0.98022595,0.637106458,-1.538559118,0.123911966,0.365460374
RGR,0.662618895,0.582559282,0.573484724,1.015823538,0.309713425,0.590276964
POLR3A,1512.628362,-0.190468696,0.081516245,-2.336573481,0.019461373,0.132701098
HERC4,1979.121919,-0.115240506,0.070254378,-1.640332016,0.100936152,0.328646094
C10orf11,430.09892,0.159022854,0.13483408,1.179396592,0.238240291,0.51759922
CAMK2G,2609.080085,-0.080752129,0.085485476,-0.944629805,0.344847905,0.620685395
ADIRF,0.0307944,0.05985075,2.460702305,0.024322629,0.980595263,NA
GLUD1,7997.879755,-0.122697197,0.083765654,-1.46476737,0.142984397,0.393546915
ANKRD1,81.188793,0.206685739,0.242421842,0.852587119,0.393888308,0.661419012
HTR7,67.31865398,0.388075087,0.247089653,1.570584126,0.116279279,0.352314627
RPP30,1141.352205,-0.100989247,0.074462846,-1.356236729,0.175023859,0.440182904
FRA10AC1,788.4512622,-0.067049625,0.077063117,-0.870061169,0.384266977,0.65400132
ADD3,4482.851185,-0.056117214,0.150238123,-0.373521796,0.708760127,0.867198604
HABP2,921.7260445,0.8311534,0.352046051,2.360922381,0.018229546,0.127007988
VAX1,34.39625421,-0.059533292,0.614643849,-0.096858191,0.922839011,0.970011925
DNAJB12,2784.26167,-0.103209644,0.068205376,-1.513218596,0.130224142,0.374769335
EIF4EBP2,8078.372217,0.075037288,0.068243125,1.099558197,0.271524664,0.551936363
NPFFR1,74.26165131,0.383734529,0.223241628,1.718920134,0.085628916,0.300204028
PLEKHS1,969.1454811,-0.159704963,0.308098795,-0.518356337,0.604209673,0.808213722
TCF7L2,1661.115325,-0.026471102,0.096202801,-0.275159372,0.783193799,0.905947947
MKI67,4505.60563,-0.44740114,0.166159545,-2.692599694,0.007089734,0.071796654
CYP17A1,12.36359464,0.226702969,0.185170517,1.224293004,0.220841715,0.497241437
INA,192.8716914,0.610214116,0.371465796,1.642719525,0.100440977,0.328029261
FUOM,513.5908949,0.117630405,0.160280834,0.733901876,0.463008543,0.718257853
LRRC27,423.5898681,0.148607302,0.108749108,1.366515131,0.171777335,0.435290163
MTG1,299.6903957,0.000322595,0.106600173,0.003026215,0.997585434,0.99916462
NKX6.2,1.499858041,1.115434713,0.525900718,2.120998652,0.033921916,0.180628656
PAOX,265.7528233,0.128931838,0.094443204,1.365178576,0.17219693,0.435868999
GSTO1,6446.087533,-0.102780192,0.136393715,-0.753555192,0.451116358,0.707998828
TAF5,307.237046,-0.259610717,0.083158411,-3.121881632,0.001796992,0.031038948
PPRC1,2866.6334,-0.215658231,0.082730577,-2.606753616,0.009140511,0.084108002
ITPRIP,1931.087305,-0.207312356,0.11708584,-1.770601442,0.076627002,0.283711564
CNNM2,711.3128516,0.084957086,0.088005885,0.965356872,0.334366095,0.612025622
PDCD11,2837.423674,-0.277238277,0.097727088,-2.836862149,0.004555928,0.055943793
ADAM12,1939.307266,-0.349196631,0.221054641,-1.579684686,0.114179094,0.349238498
RGS10,1658.085717,-0.157718213,0.144108191,-1.094443081,0.273760698,0.553967816
BTBD10,1835.343658,-0.097996258,0.084604157,-1.158291296,0.246745182,0.526774226
ADM,2551.718438,-0.576366507,0.238759117,-2.414008373,0.0157781,0.117100769
GAS2,75.40855848,0.082433369,0.236579983,0.348437634,0.727511544,0.876723812
SLC5A12,97.94246093,-0.447149901,0.342187218,-1.306740514,0.191300854,0.462326286
LIN7C,2057.404483,0.076308517,0.07592694,1.005025581,0.314884532,0.595125926
LRRC4C,44.75848958,-0.097617429,0.193421957,-0.504686389,0.613779122,0.813791611
IMMP1L,405.565822,0.016367194,0.082841082,0.197573403,0.843378846,0.933103675
SAA4,10.78895266,-1.063942672,0.315569642,-3.371498814,0.000747604,0.01803742
PGAP2,1534.18363,-0.104601476,0.083818788,-1.247947841,0.212050159,0.487803619
TUT1,665.8055793,0.007405827,0.081196895,0.091208254,0.927327116,0.972038768
SCGB1A1,3129.461301,1.057807353,0.38473854,2.749418742,0.005970106,0.065476446
SYT8,353.0668582,-0.117197338,0.290993927,-0.402748399,0.687133325,0.855402843
ZNF214,107.7222213,0.439335718,0.164760972,2.666503563,0.007664479,0.07534375
ZNF215,123.3048016,0.129869702,0.189250188,0.686232886,0.492566263,0.739579242
HSD17B12,5400.769896,-0.073088791,0.08349166,-0.875402299,0.381355049,0.651226439
APIP,888.1430622,-0.005372146,0.077701874,-0.069137927,0.944879832,0.97929474
PAMR1,392.9087773,-0.267487829,0.200669987,-1.332973774,0.18254041,0.450790291
DGKZ,3103.403658,-0.075515085,0.082819465,-0.91180359,0.36187212,0.63705699
EIF3M,6611.143268,-0.155560063,0.076706737,-2.02798437,0.042561843,0.2048885
TNKS1BP1,9769.226397,-0.126261903,0.106708281,-1.183243717,0.236712572,0.515666041
GLYAT,0.840987761,-0.560749929,0.462034659,-1.213653389,0.224880111,0.501875752
SERPING1,13599.02054,0.067917093,0.127622052,0.532173652,0.59460573,0.802189979
OR5F1,0.116254011,0.391752127,2.902571809,0.134967247,0.89263777,NA
SSRP1,9802.646328,-0.093094118,0.073057729,-1.274254191,0.202573345,0.47701237
SLC43A1,646.2404679,-0.053033049,0.159311563,-0.332888886,0.739218159,0.881398579
PTPRJ,2750.445547,0.17997547,0.123554792,1.456645005,0.145214398,0.396281566
C11orf49,1762.742576,0.141252632,0.08902025,1.586747191,0.112569913,0.34660284
ARFGAP2,4591.711716,0.043160029,0.054654657,0.789686219,0.429711041,0.690201602
CELF1,5420.658238,-0.0003947,0.077928007,-0.005064938,0.995958782,0.99860475
C11orf73,1265.129159,-0.132326102,0.077945412,-1.697676605,0.089568816,0.307845336
CCDC81,32.43889964,0.627294182,0.172000557,3.647047381,0.000265271,0.009216273
SESN3,5456.60184,0.094647961,0.193256422,0.489753254,0.624308513,0.819118636
